Value(n),Insertion Sort,Merge Sort,Hybrid Merge Sort,Bubble Sort,Slection Sort
100,0.0009999275207519531,0.0006198883056640625,0.001032114028930664,0.0,0.0009992122650146484
10000,6.247560501098633,0.058272600173950195,0.0643916130065918,14.067643642425537,4.835891962051392
50000,163.23067235946655,0.5264461040496826,0.35781431198120117,352.21640181541443,132.32589769363403
